no,elapsed_ms,waktu,sample_id,batch_id,label,mq135_ratio,mq3_ratio,mq4_ratio,tgs_ratio,suhu,lembap
59,29286,23.37.32,1,NASI-1,LAYAK,1.0216,1.0154,1.0397,1.0591,31.3,100.0
60,29696,23.37.33,1,NASI-1,LAYAK,1.0314,1.0256,1.0509,1.0744,31.3,100.0
61,30310,23.37.33,1,NASI-1,LAYAK,1.0216,1.006,1.0376,1.0544,31.3,100.0
62,30721,23.37.34,1,NASI-1,LAYAK,0.9354,1.0279,1.0481,1.0768,31.3,100.0
63,31129,23.37.34,1,NASI-1,LAYAK,1.024,1.0132,1.0287,1.0623,31.3,100.0
64,31744,23.37.35,1,NASI-1,LAYAK,1.0669,1.0595,1.0751,1.1263,31.3,100.0
65,32153,23.37.35,1,NASI-1,LAYAK,1.0103,1.0039,1.0198,1.0504,31.3,100.0
66,32768,23.37.36,1,NASI-1,LAYAK,0.9798,0.9827,0.9971,1.0303,31.3,100.0
67,33177,23.37.36,1,NASI-1,LAYAK,1.0024,0.9939,1.0198,1.0457,31.3,100.0
68,33792,23.37.37,1,NASI-1,LAYAK,1.029,1.0125,1.0453,1.0825,31.3,100.0
69,34201,23.37.37,1,NASI-1,LAYAK,1.0782,1.0541,1.0993,1.1526,31.3,100.0
70,34816,23.37.38,1,NASI-1,LAYAK,1.0574,1.0323,1.0795,1.1202,31.4,100.0
71,35225,23.37.38,1,NASI-1,LAYAK,1.0651,1.0443,1.0963,1.1349,31.4,100.0
72,35635,23.37.39,1,NASI-1,LAYAK,1.0591,1.0345,1.078,1.1211,31.4,100.0
73,36250,23.37.39,1,NASI-1,LAYAK,1.0532,1.0264,1.0751,1.1134,31.4,100.0
74,36659,23.37.40,1,NASI-1,LAYAK,1.0422,1.0242,1.073,1.1108,31.4,100.0
75,37273,23.37.40,1,NASI-1,LAYAK,1.0422,1.0176,1.0694,1.0982,31.3,100.0
76,37683,23.37.41,1,NASI-1,LAYAK,1.0389,1.0118,1.0615,1.0882,31.3,100.0
77,38297,23.37.41,1,NASI-1,LAYAK,1.0364,1.0118,1.0594,1.085,31.3,100.0
78,38707,23.37.42,1,NASI-1,LAYAK,1.0372,1.0176,1.0708,1.099,31.3,100.0
79,39322,23.37.42,1,NASI-1,LAYAK,1.029,0.9848,1.0509,1.0776,31.3,100.0
80,39732,23.37.43,1,NASI-1,LAYAK,1.024,1.001,1.0523,1.0825,31.4,100.0
81,40141,23.37.43,1,NASI-1,LAYAK,1.0079,0.9904,1.0349,1.0615,31.4,100.0
82,40755,23.37.44,1,NASI-1,LAYAK,1.0135,0.9968,1.0425,1.0663,31.4,100.0
83,41165,23.37.44,1,NASI-1,LAYAK,1.0306,1.0096,1.0558,1.0768,31.4,100.0
84,41780,23.37.45,1,NASI-1,LAYAK,1.0176,0.9946,1.0446,1.0671,31.4,100.0
85,42189,23.37.45,1,NASI-1,LAYAK,1.0135,0.9975,1.0453,1.0647,31.3,100.0
86,42803,23.37.46,1,NASI-1,LAYAK,1.0306,1.0068,1.0502,1.0655,31.3,100.0
87,43213,23.37.46,1,NASI-1,LAYAK,1.0447,1.0286,1.0615,1.0841,31.3,100.0
88,43623,23.37.46,1,NASI-1,LAYAK,1.029,1.0104,1.0502,1.0679,31.3,100.0
89,44237,23.37.47,1,NASI-1,LAYAK,1.0281,1.014,1.0495,1.0623,31.3,100.0
90,44647,23.37.48,1,NASI-1,LAYAK,1.0176,1.0039,1.037,1.0615,31.4,100.0
91,45261,23.37.48,1,NASI-1,LAYAK,1.024,1.0082,1.0432,1.0623,31.4,100.0
92,45671,23.37.49,1,NASI-1,LAYAK,1.0232,1.0046,1.0411,1.0623,31.4,100.0
93,46285,23.37.49,1,NASI-1,LAYAK,1.0414,1.0205,1.0587,1.076,31.4,100.0
94,46695,23.37.50,1,NASI-1,LAYAK,1.0557,1.0301,1.0715,1.0974,31.4,100.0
95,47309,23.37.50,1,NASI-1,LAYAK,1.0422,1.0249,1.0565,1.0792,31.4,100.0
96,47721,23.37.51,1,NASI-1,LAYAK,1.054,1.0316,1.0715,1.0899,31.4,100.0
97,48129,23.37.51,1,NASI-1,LAYAK,1.0498,1.0279,1.0594,1.0744,31.4,100.0
98,48743,23.37.52,1,NASI-1,LAYAK,1.0557,1.0286,1.0565,1.0784,31.4,100.0
99,49152,23.37.52,1,NASI-1,LAYAK,1.0738,1.0279,1.0565,1.0776,31.4,100.0
100,49767,23.37.53,1,NASI-1,LAYAK,1.0506,1.0286,1.0558,1.076,31.4,100.0
101,50177,23.37.53,1,NASI-1,LAYAK,1.0472,1.0249,1.0544,1.0776,31.4,100.0
102,50791,23.37.54,1,NASI-1,LAYAK,1.0414,1.022,1.0587,1.0776,31.4,100.0
103,51202,23.37.54,1,NASI-1,LAYAK,1.043,1.0242,1.0651,1.0916,31.4,100.0
104,51815,23.37.55,1,NASI-1,LAYAK,1.0232,1.001,1.0537,1.0792,31.4,100.0
105,52225,23.37.55,1,NASI-1,LAYAK,1.0322,1.0118,1.0636,1.0899,31.3,100.0
106,52641,23.37.56,1,NASI-1,LAYAK,1.0159,0.9946,1.0523,1.076,31.3,100.0
107,53249,23.37.56,1,NASI-1,LAYAK,1.0071,0.9918,1.0488,1.0752,31.3,100.0
108,53660,23.37.57,1,NASI-1,LAYAK,1.0008,0.9834,1.0446,1.0695,31.3,100.0
109,54274,23.37.57,1,NASI-1,LAYAK,1.004,0.9806,1.0474,1.0727,31.3,100.0
110,54683,23.37.58,1,NASI-1,LAYAK,1.0111,0.9932,1.0587,1.0882,31.3,100.0
111,55299,23.37.58,1,NASI-1,LAYAK,0.9992,0.9793,1.046,1.0703,31.3,100.0
112,55706,23.37.59,1,NASI-1,LAYAK,1.0103,0.9932,1.0629,1.0924,31.3,100.0
113,56117,23.37.59,1,NASI-1,LAYAK,1.0024,0.9779,1.0509,1.0735,31.3,100.0
114,56731,23.38.00,1,NASI-1,LAYAK,1.0016,0.9779,1.0481,1.0735,31.3,100.0
115,57141,23.38.00,1,NASI-1,LAYAK,1.0135,0.9869,1.0594,1.0825,31.3,100.0
116,57754,23.38.01,1,NASI-1,LAYAK,0.9953,0.9883,1.0601,1.0825,31.3,100.0
117,58164,23.38.01,1,NASI-1,LAYAK,1.0087,0.9862,1.0587,1.0833,31.3,100.0
118,58779,23.38.02,1,NASI-1,LAYAK,1.0079,0.9848,1.0587,1.085,31.3,100.0
119,59190,23.38.02,1,NASI-1,LAYAK,1.0103,0.9827,1.0551,1.076,31.3,100.0
120,59803,23.38.03,1,NASI-1,LAYAK,1.0032,0.9848,1.0572,1.0809,31.3,100.0
121,60212,23.38.03,1,NASI-1,LAYAK,1.0135,0.9939,1.0658,1.0924,31.3,100.0
122,60622,23.38.03,1,NASI-1,LAYAK,1.0103,0.989,1.0572,1.0776,31.3,100.0
123,61236,23.38.04,1,NASI-1,LAYAK,1.0,0.9813,1.0523,1.0735,31.3,100.0
124,61648,23.38.05,1,NASI-1,LAYAK,1.0032,0.9834,1.0558,1.0792,31.3,100.0
125,62263,23.38.05,1,NASI-1,LAYAK,1.0016,0.9862,1.0565,1.0784,31.3,100.0
126,62670,23.38.06,1,NASI-1,LAYAK,1.0032,0.9876,1.0594,1.0809,31.3,100.0
127,63284,23.38.06,1,NASI-1,LAYAK,1.0063,0.9918,1.0615,1.08,31.3,100.0
128,63696,23.38.07,1,NASI-1,LAYAK,1.0176,0.9961,1.0708,1.1007,31.3,100.0
129,64309,23.38.07,1,NASI-1,LAYAK,1.0071,0.9883,1.0594,1.0768,31.3,100.0
130,64718,23.38.08,1,NASI-1,LAYAK,1.0216,0.9982,1.0744,1.099,31.3,100.0
131,65127,23.38.08,1,NASI-1,LAYAK,1.0071,0.9848,1.0622,1.0833,31.3,100.0
132,65744,23.38.09,1,NASI-1,LAYAK,1.0047,0.9862,1.0565,1.0825,31.3,100.0
133,66152,23.38.09,1,NASI-1,LAYAK,1.0087,0.9876,1.0636,1.0866,31.3,100.0
134,66766,23.38.10,1,NASI-1,LAYAK,1.0176,0.9932,1.0679,1.0882,31.3,100.0
135,67176,23.38.10,1,NASI-1,LAYAK,1.0087,0.9876,1.0636,1.0817,31.2,100.0
136,67791,23.38.11,1,NASI-1,LAYAK,1.0047,0.9848,1.0565,1.08,31.2,100.0
137,68200,23.38.11,1,NASI-1,LAYAK,1.0071,0.9848,1.0629,1.0882,31.2,100.0
138,68814,23.38.12,1,NASI-1,LAYAK,0.986,0.971,1.0453,1.0623,31.2,100.0
139,69228,23.38.12,1,NASI-1,LAYAK,1.0087,0.9876,1.0644,1.0882,31.2,100.0
140,69634,23.38.13,1,NASI-1,LAYAK,0.9821,0.9683,1.0418,1.0623,31.2,100.0
141,70248,23.38.13,1,NASI-1,LAYAK,0.9976,0.9737,1.0516,1.0744,31.2,100.0
142,70658,23.38.14,1,NASI-1,LAYAK,0.9806,0.9683,1.0474,1.0631,31.2,100.0
143,71272,23.38.14,1,NASI-1,LAYAK,0.9906,0.9649,1.046,1.0679,31.2,100.0
144,71681,23.38.15,1,NASI-1,LAYAK,1.0055,0.9793,1.0587,1.0752,31.2,100.0
145,72296,23.38.15,1,NASI-1,LAYAK,1.0047,0.9827,1.0615,1.0858,31.2,100.0
146,72709,23.38.16,1,NASI-1,LAYAK,1.0143,0.9939,1.0751,1.099,31.2,100.0
147,73334,23.38.16,1,NASI-1,LAYAK,0.9891,0.9848,1.0651,1.0882,31.2,100.0
148,73730,23.38.17,1,NASI-1,LAYAK,1.0119,0.9982,1.0744,1.1024,31.2,100.0
149,74139,23.38.17,1,NASI-1,LAYAK,1.0032,0.9806,1.0636,1.0825,31.2,100.0
150,74754,23.38.18,1,NASI-1,LAYAK,1.0016,0.9806,1.0636,1.0792,31.2,100.0
151,75163,23.38.18,1,NASI-1,LAYAK,0.9906,0.9696,1.0516,1.0679,31.2,100.0
152,75778,23.38.19,1,NASI-1,LAYAK,1.0111,0.9841,1.0629,1.0882,31.2,100.0
153,76188,23.38.19,1,NASI-1,LAYAK,1.0071,0.9841,1.0615,1.0882,31.2,100.0
154,76802,23.38.20,1,NASI-1,LAYAK,1.0071,0.9862,1.0644,1.0891,31.2,100.0
155,77211,23.38.20,1,NASI-1,LAYAK,1.02,1.001,1.0816,1.1058,31.2,100.0
156,77621,23.38.20,1,NASI-1,LAYAK,1.0055,0.9827,1.0715,1.0882,31.2,100.0
157,78236,23.38.21,1,NASI-1,LAYAK,1.0111,0.9862,1.0694,1.0907,31.2,100.0
158,78645,23.38.22,1,NASI-1,LAYAK,1.0047,0.9869,1.0644,1.0882,31.2,100.0
159,79261,23.38.22,1,NASI-1,LAYAK,1.0208,1.001,1.0809,1.1091,31.2,100.0
160,79672,23.38.23,1,NASI-1,LAYAK,1.0055,0.989,1.0686,1.0882,31.2,100.0
161,80284,23.38.23,1,NASI-1,LAYAK,1.0079,0.9841,1.0679,1.0866,31.2,100.0
162,80692,23.38.24,1,NASI-1,LAYAK,1.0135,1.0068,1.0766,1.0999,31.2,100.0
163,81308,23.38.24,1,NASI-1,LAYAK,1.0071,0.9911,1.0701,1.0907,31.2,100.0
164,81719,23.38.25,1,NASI-1,LAYAK,1.0281,1.0017,1.086,1.1134,31.2,100.0
165,82127,23.38.25,1,NASI-1,LAYAK,1.0143,0.9897,1.073,1.0907,31.2,100.0
166,82743,23.38.26,1,NASI-1,LAYAK,1.0331,0.9946,1.0751,1.099,31.2,100.0
167,83151,23.38.26,1,NASI-1,LAYAK,1.0135,0.9932,1.0751,1.0957,31.2,100.0
168,83767,23.38.27,1,NASI-1,LAYAK,1.0306,1.0096,1.0919,1.1176,31.2,100.0
169,84183,23.38.27,1,NASI-1,LAYAK,1.0119,0.9939,1.0744,1.0957,31.2,100.0
170,84790,23.38.28,1,NASI-1,LAYAK,0.9906,0.9946,1.0758,1.1024,31.1,100.0
171,85198,23.38.28,1,NASI-1,LAYAK,1.038,1.0169,1.0985,1.1341,31.1,100.0
172,85814,23.38.29,1,NASI-1,LAYAK,1.0167,0.9982,1.0802,1.1074,31.1,100.0
173,86223,23.38.29,1,NASI-1,LAYAK,1.0143,0.9939,1.078,1.11,31.1,100.0
174,86633,23.38.29,1,NASI-1,LAYAK,1.0151,0.9939,1.0758,1.1041,31.1,100.0
175,87247,23.38.30,1,NASI-1,LAYAK,1.0159,0.9939,1.0787,1.1041,31.1,100.0
176,87657,23.38.31,1,NASI-1,LAYAK,1.02,0.9975,1.0816,1.1083,31.1,100.0
177,88271,23.38.31,1,NASI-1,LAYAK,1.0184,0.9954,1.0773,1.1024,31.1,100.0
178,88681,23.38.32,1,NASI-1,LAYAK,1.0232,0.9946,1.0773,1.1066,31.1,100.0
179,89295,23.38.32,1,NASI-1,LAYAK,1.02,0.9946,1.0802,1.1032,31.1,100.0
180,89705,23.38.33,1,NASI-1,LAYAK,1.0314,1.0089,1.0889,1.1228,31.2,99.9
181,90322,23.38.33,1,NASI-1,LAYAK,1.0265,1.0075,1.0868,1.1083,31.2,99.9
182,90729,23.38.34,1,NASI-1,LAYAK,1.0422,1.0176,1.103,1.1289,31.2,99.9
183,91148,23.38.34,1,NASI-1,LAYAK,1.0306,1.0046,1.0919,1.1151,31.2,99.9
184,91753,23.38.35,1,NASI-1,LAYAK,1.0281,1.0053,1.0904,1.1151,31.2,99.9
185,92163,23.38.35,1,NASI-1,LAYAK,1.029,1.0053,1.0904,1.1151,31.1,100.0
186,92777,23.38.36,1,NASI-1,LAYAK,1.0298,1.0046,1.0904,1.1125,31.1,100.0
187,93187,23.38.36,1,NASI-1,LAYAK,1.0265,1.0025,1.0853,1.1108,31.1,100.0
188,93801,23.38.37,1,NASI-1,LAYAK,1.0265,1.0032,1.0875,1.1142,31.1,100.0
189,94211,23.38.37,1,NASI-1,LAYAK,1.0347,1.0169,1.0993,1.1297,31.1,100.0
190,94620,23.38.37,1,NASI-1,LAYAK,1.029,1.0025,1.0875,1.1151,31.1,100.0
191,95234,23.38.38,1,NASI-1,LAYAK,1.029,1.0039,1.0882,1.1159,31.1,100.0
192,95644,23.38.39,1,NASI-1,LAYAK,1.029,1.0039,1.0904,1.1151,31.1,100.0
193,96259,23.38.39,1,NASI-1,LAYAK,1.0273,1.0003,1.0868,1.1151,31.1,100.0
194,96668,23.38.40,1,NASI-1,LAYAK,1.0232,1.0032,1.0889,1.1151,31.1,100.0
195,97283,23.38.40,1,NASI-1,LAYAK,1.0216,0.9939,1.0846,1.1134,31.1,100.0
196,97692,23.38.41,1,NASI-1,LAYAK,1.0298,1.0046,1.0948,1.1176,31.1,100.0
197,98307,23.38.41,1,NASI-1,LAYAK,1.0192,0.9939,1.0816,1.1032,31.1,100.0
198,98717,23.38.42,1,NASI-1,LAYAK,1.0298,1.014,1.0963,1.1237,31.1,100.0
199,99126,23.38.42,1,NASI-1,LAYAK,1.0232,0.9975,1.0831,1.1041,31.1,100.0
200,99740,23.38.43,1,NASI-1,LAYAK,1.0176,0.9961,1.0795,1.1091,31.1,100.0
201,361282,23.43.04,1,NASI-1,LAYAK,0.8857,0.8701,0.9931,0.9821,30.1,95.4
202,361691,23.43.05,1,NASI-1,LAYAK,0.8937,0.8791,1.0198,0.9908,30.1,95.4
203,362306,23.43.05,1,NASI-1,LAYAK,0.8863,0.8701,0.9905,0.9836,30.2,95.7
204,362716,23.43.06,1,NASI-1,LAYAK,0.8944,0.8791,1.0198,0.9966,30.2,95.7
205,363336,23.43.06,1,NASI-1,LAYAK,0.887,0.8695,0.9892,0.9821,30.2,95.7
206,363741,23.43.07,1,NASI-1,LAYAK,0.8978,0.8803,1.0198,0.9981,30.2,95.7
207,364152,23.43.07,1,NASI-1,LAYAK,0.8837,0.8701,0.9879,0.9793,30.2,95.7
208,364764,23.43.08,1,NASI-1,LAYAK,0.8984,0.8845,1.0198,0.9996,30.2,96.5
209,365174,23.43.08,1,NASI-1,LAYAK,0.887,0.8683,0.9866,0.9829,30.2,96.5
210,365788,23.43.09,1,NASI-1,LAYAK,0.8863,0.8695,0.9872,0.985,30.2,96.5
211,366300,23.43.09,1,NASI-1,LAYAK,0.8978,0.8827,0.9911,1.0003,30.2,96.5
212,366812,23.43.10,1,NASI-1,LAYAK,0.8957,0.8779,0.9944,0.9944,30.2,96.5
213,367234,23.43.10,1,NASI-1,LAYAK,0.8971,0.8803,0.9938,0.9937,30.2,97.0
214,367632,23.43.10,1,NASI-1,LAYAK,0.887,0.8695,0.9801,0.98,30.2,97.0
215,368246,23.43.11,1,NASI-1,LAYAK,0.8824,0.8695,0.9807,0.9821,30.2,97.0
216,368758,23.43.12,1,NASI-1,LAYAK,0.8863,0.8695,0.9814,0.9786,30.2,97.0
217,369270,23.43.12,1,NASI-1,LAYAK,0.887,0.8695,0.9814,0.9814,30.2,97.0
218,369680,23.43.13,1,NASI-1,LAYAK,0.887,0.8689,0.9788,0.98,30.2,97.3
219,370294,23.43.13,1,NASI-1,LAYAK,0.887,0.8701,0.9781,0.9843,30.2,97.3
220,370713,23.43.14,1,NASI-1,LAYAK,0.8964,0.8803,0.9938,0.9937,30.2,97.3
221,371318,23.43.14,1,NASI-1,LAYAK,0.8877,0.8701,0.9801,0.9807,30.2,97.3
222,371728,23.43.15,1,NASI-1,LAYAK,0.8903,0.8791,0.9931,0.9959,30.2,97.3
223,372137,23.43.15,1,NASI-1,LAYAK,0.8857,0.8683,0.9827,0.9786,30.2,97.9
224,372752,23.43.16,1,NASI-1,LAYAK,0.8843,0.8677,0.9801,0.9793,30.2,97.9
225,373161,23.43.16,1,NASI-1,LAYAK,0.883,0.8695,0.9827,0.9786,30.2,97.9
226,373776,23.43.17,1,NASI-1,LAYAK,0.8863,0.8701,0.9866,0.98,30.2,97.9
227,374186,23.43.17,1,NASI-1,LAYAK,0.885,0.8701,0.9872,0.98,30.2,97.9
228,374800,23.43.18,1,NASI-1,LAYAK,0.887,0.8695,0.9872,0.9807,30.2,98.2
229,375209,23.43.18,1,NASI-1,LAYAK,0.8964,0.8797,0.9984,0.9974,30.2,98.2
230,375824,23.43.19,1,NASI-1,LAYAK,0.8706,0.8559,0.973,0.9672,30.2,98.2
231,376233,23.43.19,1,NASI-1,LAYAK,0.8964,0.8803,1.0037,0.9996,30.2,98.2
232,376643,23.43.20,1,NASI-1,LAYAK,0.887,0.8701,0.9918,0.9821,30.2,98.2
233,377258,23.43.20,1,NASI-1,LAYAK,0.8903,0.8695,0.9938,0.985,30.2,98.4
234,377667,23.43.21,1,NASI-1,LAYAK,0.887,0.8707,0.9885,0.9857,30.2,98.4
235,378282,23.43.21,1,NASI-1,LAYAK,0.889,0.8713,0.9905,0.9786,30.2,98.4
236,378693,23.43.22,1,NASI-1,LAYAK,0.8863,0.8707,0.9872,0.9843,30.2,98.4
237,379306,23.43.22,1,NASI-1,LAYAK,0.887,0.8695,0.9911,0.9829,30.2,98.4
238,379715,23.43.23,1,NASI-1,LAYAK,0.8984,0.8821,1.0198,0.9959,30.3,98.1
239,380330,23.43.23,1,NASI-1,LAYAK,0.887,0.8731,0.9938,0.9865,30.3,98.1
240,380739,23.43.24,1,NASI-1,LAYAK,0.8964,0.8827,1.0198,1.0018,30.3,98.1
241,381149,23.43.24,1,NASI-1,LAYAK,0.8863,0.8707,0.9984,0.9872,30.3,98.1
242,381763,23.43.25,1,NASI-1,LAYAK,0.8917,0.8821,1.0198,1.0099,30.3,98.1
243,382173,23.43.25,1,NASI-1,LAYAK,0.8771,0.8713,0.9958,0.9843,30.3,98.7
244,382788,23.43.26,1,NASI-1,LAYAK,0.917,0.8725,0.9964,0.9814,30.3,98.7
245,383197,23.43.26,1,NASI-1,LAYAK,0.8937,0.8773,1.0198,0.9937,30.3,98.7
246,383822,23.43.27,1,NASI-1,LAYAK,0.8797,0.8695,0.9964,0.9821,30.3,98.7
247,384221,23.43.27,1,NASI-1,LAYAK,0.8764,0.8797,1.0198,0.9944,30.3,98.7
248,384835,23.43.28,1,NASI-1,LAYAK,0.887,0.8677,0.9964,0.985,30.3,97.8
249,385245,23.43.28,1,NASI-1,LAYAK,0.8725,0.8833,1.0198,0.9988,30.3,97.8
250,385655,23.43.29,1,NASI-1,LAYAK,0.8501,0.8695,0.9938,0.9843,30.3,97.8
251,386279,23.43.29,1,NASI-1,LAYAK,0.8667,0.8713,0.9964,0.9821,30.3,97.8
252,386679,23.43.30,1,NASI-1,LAYAK,0.868,0.8695,0.9905,0.98,30.3,97.8
253,387293,23.43.30,1,NASI-1,LAYAK,0.8622,0.8713,0.9944,0.9793,30.2,97.2
254,387703,23.43.31,1,NASI-1,LAYAK,0.8771,0.8809,1.0044,0.9988,30.2,97.2
255,388317,23.43.31,1,NASI-1,LAYAK,0.2336,0.8671,0.9931,0.9701,30.2,97.2
256,388727,23.43.32,1,NASI-1,LAYAK,0.2405,0.8737,1.0037,0.9901,30.2,97.2
257,389137,23.43.32,1,NASI-1,LAYAK,0.2343,0.8641,0.9892,0.9729,30.2,97.2
258,389751,23.43.33,1,NASI-1,LAYAK,0.2346,0.8665,0.9859,0.975,30.3,97.2
259,390164,23.43.33,1,NASI-1,LAYAK,0.2346,0.8665,0.9872,0.9701,30.3,97.2
260,390775,23.43.34,1,NASI-1,LAYAK,0.2348,0.8612,0.9853,0.9701,30.3,97.2
261,391185,23.43.34,1,NASI-1,LAYAK,0.2346,0.8635,0.9814,0.9715,30.3,97.2
262,391799,23.43.35,1,NASI-1,LAYAK,0.7145,0.8695,0.9859,0.98,30.3,97.2
263,392209,23.43.35,1,NASI-1,LAYAK,0.7625,0.8797,0.9911,0.9966,30.3,97.0
